PU1,PEOU1,TECH1,ORG1,ENV1,PU2,PEOU2,TECH2,ORG2,ENV2,PU3,PEOU3,TECH3,ORG3,ENV3,INT1,INT2,INT3,PERF1,CUST1,PERF2,CUST2,PERF3,CUST3,Age,Experience,Department,Gender,Random_Noise1,Random_Noise2,Unused_Category
3.384718633709617,4.081623904422397,3.512070278769514,3.327757822769318,3.6720009545233343,,3.091153131839651,4.925791152555295,2.3613480079545166,3.247135454802135,3.730870697206051,3.269185999975858,4.4637810534191615,3.4468550641066464,4.038067600138308,3.2929109164535575,2.880842159568111,3.1264855536079175,1.9977568633902487,1.3672457156823796,2.3039533302489543,2.1662814273612603,2.0101195662976767,1.940154774574816,59.0,,,Male,0.7093513767115645,33.0,D
4.046959607648304,5.0,2.830969750466197,4.4592156436715475,3.3214907667148963,,4.001342914416065,4.090089847943682,4.692256553475265,3.400592756220048,3.798558961748635,4.1261200390065955,3.304261005201418,3.8995167787626714,2.850348449763505,3.8080149465799558,3.301809200275054,3.0287104345342892,1.5649231069806824,2.315122232960772,1.9607190580421239,2.367046822373137,2.268833973929657,2.1100528047886433,43.0,1.0,HR,Female,-1.1861456637455163,91.0,A
4.978386867547516,3.389834224948345,3.7393444403685407,3.837996080306918,3.258822257889833,4.086217046623436,3.6507219154686115,3.7236271714341393,,3.404308998783837,3.9695265723807482,3.8529212139351974,3.1118784014874694,3.7399159430412734,2.4363804094892636,3.8097332575958323,3.9119667480554194,4.0732015195309845,2.0286270565875317,3.7540493200211236,,3.5991471110790596,2.7757432225780905,3.756100866095457,23.0,9.0,IT,Male,,3.0,D
3.6360465877710575,3.80076620045661,2.88481899391809,3.4044212921958716,,3.77916307790758,3.5682921969360395,3.4155803486019405,4.6712170046461186,3.053031108422361,3.6855807062481807,3.569902760168135,3.2637007349968306,3.685528215215481,3.430617568569068,3.550401874452907,3.1786091462891384,,1.4354491419149273,2.004469369439238,1.935369839577172,2.4768197506611207,2.2643775399095567,2.263938158887683,55.0,6.0,,Male,,43.0,C
4.284756296766416,3.994669381829743,3.2542414543394704,3.936822156780718,2.600692829251269,5.0,3.696568136348491,2.99169825710282,4.473621329785921,2.234366317158989,4.703255421477301,3.3025913183605518,3.8511119001391716,3.513477566075953,2.4488474705890866,3.3525111029356083,3.269612535453841,3.0875084707398397,2.794440309845727,2.930659775317471,2.5357078073734667,2.776372690423533,2.6388452217101133,2.9251043022587475,37.0,4.0,Customer Service,Male,-0.7523899448960856,9.0,A
3.2559631136376836,4.926137096851892,3.8731957573496576,2.78512645904126,3.5992911453502217,4.057967682364721,4.707446386349196,3.8866213735512343,2.287413647935941,3.669697123381086,3.560692540749285,,3.9423826904077908,2.4737557206701837,3.799270294930373,4.47170497488783,4.671498497610399,4.678972220696163,2.206452109391467,2.1421975269228453,2.4799733056823796,2.237789559051222,2.7593216678813888,2.6335960386857495,54.0,29.0,Operations,Male,-0.6082446980647658,,B
4.461742970276164,3.157047646360407,3.061292978930788,3.0161148555781585,4.50902456627447,4.190342089257097,3.247577697138655,3.2987400910181095,3.8573975087563075,4.765691359487898,4.090448812064821,2.765060625837419,3.178951746734124,3.558094770816611,4.062017594361229,4.322310449425776,3.8194572838966403,3.7512890437605595,2.4602535510177206,2.3039983393654566,2.892575907017646,1.8882569010392964,2.596902561730153,,37.0,,HR,Female,0.9402474374678711,62.0,A
4.574731614713012,2.8268053509802336,4.0509380516718165,3.797692820111923,3.169542345403335,4.360465445456887,3.386701552478438,4.141551112910192,4.352806534554187,3.25566283836337,4.3771733704806755,3.040456431397651,,3.7606530834456415,3.885889095071318,3.979902179645083,3.6498256143886953,3.6409374304404754,2.9209524500176514,1.7345061656482137,2.4076546891296804,1.8495106563116852,3.0847558686935725,2.4352567229492212,41.0,16.0,IT,Female,-0.049587794276135,31.0,A
3.1724616813698465,3.9659344304607482,3.68610227052078,4.05836545314888,3.1833850333613003,4.205891724701012,4.109689068329481,3.7574775062016594,3.665292990510703,,3.7063449053373065,4.040066723268899,4.007264364791458,4.248685405529952,2.5717103996299784,3.4930237338819228,3.8459741727247905,3.603614594273444,2.130604384889324,1.6463760707624029,2.4297213059284783,1.0,2.0938594512628947,2.092626211284059,31.0,12.0,IT,Male,1.0731322855095635,4.0,C
3.8864284440296766,,3.4860347718459135,5.0,2.894949531209036,3.7088052965856915,,,4.895638222116077,3.743329050723447,3.7420685998415344,3.528659769861885,4.178884139534472,4.888746971365485,2.372629647579565,4.064375046220455,4.310463240878066,4.665505335453151,2.5187101092000024,2.369402972261191,1.8627989946809043,2.6451784083861796,2.654242142340806,1.952410901423207,43.0,15.0,IT,Male,-1.0121616729751952,20.0,C
4.329745482781648,2.4463606813367065,4.558438819360242,4.3876155544339674,,4.458109705387013,1.7804884684570215,,3.759238876181099,3.8655673466414573,4.673497491633376,2.040734501281956,4.3148972670351835,3.919460283904173,2.9383725985133973,3.6711558602405865,3.0520022611364452,3.4355844419198904,1.0189967932121997,2.7560331521900023,1.441102170270147,2.2843397681307818,,2.286845533614417,53.0,9.0,HR,Male,-0.5173018529477218,67.0,C
3.9890746435798197,3.23217413670106,3.00104062829564,3.878623323026965,1.9728167039331814,,3.302721526782888,4.167861339061435,3.6204363343182155,3.0267711702486917,3.034258882557554,2.962256408301403,4.426017803363723,3.5917684991173955,2.4826377580821273,4.0015638173868355,3.843960217985708,3.7272390812569456,2.7891631980126275,1.7373330266753069,2.658967313622257,1.8241564268281996,3.022254660745466,2.0770910802148035,53.0,28.0,Operations,Female,0.28242670153198135,53.0,C
3.2850147337555162,2.5353634264901985,2.889076366850948,2.3361490126995177,2.506417800902185,,3.1726511159966075,2.465417084940662,2.5229636913043554,2.7461725632064944,3.2666924931859707,3.4678222714417064,3.2373797958181174,3.070168349783623,2.364023238090329,2.5492883170564014,2.7195549081894126,3.0249915735072093,2.0711756185168104,1.5578699850605742,2.9824513542878965,1.5513035955378705,2.544097936165442,1.0105005168545707,49.0,14.0,HR,Male,0.453802914556471,10.0,A
3.4549405502391735,4.285664375769376,,3.4210572703722346,4.007551490047332,4.0006706259792715,3.9869146179557418,4.405896620785339,3.2886484924807324,4.671967059257421,3.925074468947233,3.863569643479041,4.309911106725531,2.8526998446247323,4.532693661370551,4.275438115487705,3.933453225699115,4.319655198753165,2.38939784903531,2.5521620063001684,1.9139117416920122,2.775105125985939,2.60158124111264,3.2484260365392434,35.0,6.0,IT,,-0.06873276848917007,2.0,D
,3.1923417065978112,4.564696068959767,,2.813530241378384,,3.6450764447076063,4.092578178100227,3.280950536992722,3.193167736042982,3.8877266048888797,3.539194968326131,3.977928819316889,3.7332474623747633,3.607875437045411,3.222548456638738,3.7967980410260953,3.4540054346600013,2.046684932900407,1.0,1.9267662436544628,1.691997811483898,2.2415682371760726,1.9041570659477922,54.0,6.0,IT,Female,-0.11300061020830496,5.0,C
3.851837314337827,2.7608802192239685,3.8010812621723344,3.3438447843164663,3.3132852412590243,4.564564557036551,3.014994385458717,3.734423130380576,3.1684996917466712,2.1924348380231464,4.626465707026924,3.2274571302031463,4.304790517918274,4.016116746580815,2.7732642435260115,4.74645143255999,3.920950785599663,,2.499301149371894,2.634449167227434,2.8899724574852215,2.755875249863213,2.3403027322002368,2.7309709619036084,34.0,26.0,Sales,Female,-1.1204092044272569,0.0,D
4.0222896773079615,3.6069946593411433,3.6847122090374875,3.219105304899058,4.500689175659317,4.153965063462382,3.7503298250276567,,3.5421360548355088,3.876478145193027,4.003271437164961,4.053667758527162,3.2317928827735383,4.13287769426886,3.7973369468561446,,3.818031954275053,,3.0611173959465345,2.4213736892594304,2.5979765720185437,2.19658452165667,,2.3697398053474346,57.0,9.0,HR,Female,-2.6319825245754886,94.0,D
3.9534841751066483,3.238483442635845,2.8427153892728687,3.4108937036874103,2.8928233346021965,3.9694673514952132,3.379849532625647,1.6634978151758861,2.55988776265439,4.080447389048174,3.9826837559776713,3.6961811845755776,2.6745830629016325,2.6438064022983823,2.985567061407399,3.0698148580271516,,3.346536996487657,1.9967044996439547,1.9760870573098752,1.6875894440098924,3.473638215557945,2.057655105776616,2.6174034821517638,39.0,10.0,HR,Female,-1.4542779036452613,91.0,C
3.612203378226175,4.7506825477452574,3.472770766431331,3.76043594938558,2.760181611252757,3.4935689130079313,4.471837015588876,2.953875461949641,3.849854667259018,3.770360989604809,4.127312260160084,4.478076277403411,,3.7593620459476216,3.5622420511759993,4.337756700421247,4.2269913816342575,4.04872206044118,2.5617220441289983,2.704944033910712,2.111043132511795,2.4741514848818027,2.738498290221369,1.8804480070508642,36.0,16.0,IT,Male,1.67924604863871,60.0,D
3.975687623734127,4.739900602918973,2.7647936254359236,2.729874846921704,3.4986011043613425,3.609921144078004,4.116993889957783,3.1928591162188376,2.2212400422844887,2.735466196845258,3.8457874463636306,,3.2857139787230065,3.0779744390629147,3.0311581627019533,3.654953119509553,3.644073572092777,3.5340058312807194,1.5775555481299937,2.447313447605561,1.7989955761643923,2.1768294749805643,1.6926840325066632,2.4844740052821344,,20.0,Customer Service,Female,0.17860286068129838,18.0,A
3.803668929960191,4.979794034298796,3.4511921999375024,4.606951942165828,3.4682201394066086,3.455618691341898,4.151478820046812,4.00549960690386,5.0,3.4734728397752184,3.6819953180581444,3.9383090301065025,3.4351997137226586,4.606567126645808,3.321923318991662,4.025616109733566,4.206763825270984,4.6158538985463,,2.075225353602767,2.6495779759857245,2.7724083403192297,3.4577982381583356,2.048478377508781,26.0,20.0,,Female,,,C
3.4636605697390244,3.8819340383654284,3.822629585465544,3.603196154788698,1.7923765321195186,3.7350164946535176,3.526798809326807,4.109019848358065,3.4698393570608204,3.003849666734343,4.457138523970576,4.385711483265102,,4.10753457108161,2.76866108807785,,3.9773858412096876,3.944957832508103,2.357617090754285,2.884902337618031,1.8309391320440052,2.5940276114670175,2.135117376541734,2.677810582616424,48.0,27.0,Customer Service,Male,-0.36281687012017066,33.0,D
4.326228248151034,3.8046878220381233,3.3429060902723093,2.325652469189868,2.7541265854031245,4.295486710308374,3.336782414568618,3.020827271416513,2.7267552381871414,2.9009211039655467,4.642109893726691,3.8085623841014726,3.138351360662345,3.013606094955342,3.137755668027399,3.6825327671930363,3.3834949882800336,4.0301918617324795,2.452481472025321,2.18222776453912,2.3387584675733954,2.415344236261223,2.337311959971089,1.7487044878371631,29.0,11.0,IT,,0.4784442643753646,86.0,B
4.189732552794359,3.3624215828874586,4.635129813490474,4.073164751125046,3.441726512393493,3.566250261627252,3.208591243268141,3.5691403317941304,3.83532832246704,3.4128250602636596,4.034448520204051,3.357464135081616,3.5491549451994553,4.0036533809272425,3.7255617781459835,4.853026952730091,4.253716301332789,4.811336720554875,2.7909838865101233,2.921561078078563,2.353185295852822,2.3280987011509504,2.863476957363808,2.7347278087460767,,6.0,Customer Service,Male,0.3137553339576294,51.0,A
3.771236837477637,4.113720589532856,1.9959460814847299,,4.828025842899927,,4.1366652417986725,1.5337309068728135,4.112404825465888,4.532734411604048,4.040762734790564,4.402472489064329,2.494519801801227,4.512921502709087,3.8410892483954897,3.632170565433202,3.5814721848173066,3.7195351693494163,2.0615581047357376,2.2441443251751347,2.029979877564493,2.1655852252270664,2.0676062905864026,2.0509718866900926,45.0,9.0,Sales,Female,,26.0,C
4.093910796093847,4.712541146865643,,3.4332997396169675,3.334425699170228,3.986569360635428,4.080038333047659,3.3593125717377643,4.31215735675675,3.481923930607324,3.891758775127263,3.902916937982799,2.6817715969771347,4.1427522934121885,3.4873141179906546,,4.131847145462681,,2.5175577486295566,2.455458504896913,2.435237692040926,2.805732233635998,,3.363406979400275,,26.0,HR,Female,-0.3784245039879652,80.0,C
4.6530842777204064,3.2920684745501982,3.306540729720642,3.6364336743474195,3.306071055836645,4.632642760281859,3.5849235999500833,3.074979841938841,3.758891576324475,3.500722569828012,4.291296046230243,3.1229730284107773,2.74286574796773,3.466991333623266,3.720458890041782,3.4618041589520887,2.8050548707391862,3.5112665955933875,2.044602510693026,1.9923205127849564,2.355946255409794,2.469933665921108,1.824838400854402,2.1801110878401433,52.0,20.0,Sales,Female,0.05007311323927305,39.0,D
3.575155196765904,3.106149354651772,4.250067926855518,3.576623390934806,4.719264015531034,3.645752505956982,3.4483001504440045,4.204761770136717,3.6139163345885885,4.585780572705362,3.9014034782493066,3.5721955769124314,4.369657220013463,3.236963216817948,,3.4025947712436944,3.786403171628229,3.8522029990592266,2.3561351738605976,2.1078565671847,2.6169715130702302,2.861246170389311,2.193416218871918,2.811824742159018,56.0,13.0,HR,Male,1.1141893362398314,80.0,C
3.2490472718125005,3.138269543958323,3.711733077490774,4.119656341756639,4.375271878064066,4.209233564209426,2.9357924326726645,4.071744243962727,2.916579181625201,4.6036844916811415,3.300903665673354,2.745145683408131,3.727293011665458,3.357204256346334,3.7152546717396038,2.821190080101146,3.290033132918429,3.1333201082514317,1.7192919434284821,,1.7684944660629855,1.0895515936986122,1.9192634181168455,,,12.0,Sales,Male,0.46957792432697437,62.0,C
4.4932936463245525,3.1251038085630576,3.0239045486340945,4.328618698104993,3.3645430774663767,4.571879363939357,3.230943654207573,2.678391991060966,4.402070591263568,3.133099458662671,3.743951007055097,2.993238095880464,2.295790251612539,4.221872601886173,4.13156229648775,3.461602385221784,3.08038652504952,3.293553954803353,1.0619189187701275,1.971547373926554,1.7462540499798553,2.1393149597824896,1.3891895482725807,1.7717756138090077,32.0,17.0,Sales,Male,1.2652259418772047,95.0,
4.011473970175831,5.0,3.6729166972019986,3.4125578057146333,3.8939304722443113,,4.25165423188543,3.622667917610511,3.5702354290110714,4.304025778190965,3.668657919151761,4.490938714411053,3.9567980806805765,3.802711575442146,4.5402172313362845,4.212452792647426,4.1942059151752416,4.17586614867744,3.614174056718688,2.4118942996955557,2.5678261595360623,2.8775919440429423,3.5220142465099515,2.6811963451831904,42.0,11.0,Operations,Female,-1.2365612824666246,66.0,B
3.7204849268194056,4.751452837488955,4.677269371963954,5.0,5.0,3.921513549994399,4.136381637937273,5.0,5.0,4.349379709403197,3.7912136108056353,4.5757737808618,4.404613335231664,5.0,4.315235595303176,3.9952369154228555,4.35956965358079,4.814347201381544,3.1094987217296133,3.248488042751056,3.0348461124064916,3.5623070887650714,3.510352179308178,3.2440151473645122,40.0,11.0,Operations,Female,0.47361736575429203,88.0,A
4.574689250494602,4.652574667495654,2.5848327640917974,2.8961142751972826,4.484163521436802,4.963727189389713,4.1455283705747386,2.006481316437094,1.6002061435854236,4.258239340485156,5.0,4.652128994543688,2.6454865048454677,1.8256245062568328,3.8919036915578924,4.376753572802327,3.8575764412649685,3.737873727025173,2.4658687738391833,1.9806499443814884,,,2.109533113004419,2.581293856715276,35.0,11.0,HR,Female,1.3286442923022652,14.0,C
3.7771786601656707,4.489754312332098,1.0,3.0693644954373096,3.7061983686876103,3.761340574025681,3.4483026080222583,1.7815799780124415,3.9230300558301634,3.5350706301227994,3.4932789852572843,3.2152887963582444,1.0551257151272122,3.7792388695900883,3.3888436197953133,2.9665621513419507,2.7052619927659527,2.7898236893030095,2.207496823679344,2.5749124919004203,2.665978514531816,1.711250336035592,2.413294355434929,,53.0,26.0,IT,Female,0.39531531693978444,88.0,D
3.423923906169963,3.984277296104543,3.470447028205779,,,3.7134867100724605,3.8374344319725857,3.7386218005193146,3.388587771115114,3.4660203191266916,3.7910963370524264,3.7693504805954943,2.84388247213755,4.247141588271749,2.599333391461351,3.097181961164551,2.9808903463265093,3.2136909142434598,1.7406042359333913,1.6379559048327692,1.656074017300799,1.7149864579768348,1.4229524023137032,1.6124439692120947,40.0,,IT,Female,-0.9553450503508899,,B
4.058627628620907,3.390499772554482,2.1144622376652156,3.9927713386017043,3.014998124018681,3.515771118020281,3.919258483273263,2.461613881686296,4.470386214215962,2.8538436015449933,,3.5314227850632594,2.0623506176782938,4.028715460786537,2.798750162081567,3.493791339855002,3.35631862905764,3.3774650718533383,2.12005850362575,2.249017128096721,2.4885164040737338,2.2061032399945093,2.5227056600576816,2.2050315582622426,56.0,9.0,IT,Male,0.6585119309356219,95.0,D
4.28167079521822,3.7097980216131266,3.509673484093071,,1.9797391672596563,4.058963512155988,3.102763151059143,2.7706529854329167,3.2312136878589492,1.3382334231293704,4.28321662110651,3.7661724570428023,2.573116164803298,2.3719997092339,1.7356155664421997,3.3410617052874243,3.294469276585621,2.937071000084967,,3.1798426846472254,,2.7793410595918537,1.8242465950529168,2.5081044222073006,25.0,26.0,Customer Service,Male,-2.550784393492996,80.0,A
3.7386217160460835,4.182871495850286,3.428765525759073,4.848088599459264,3.4223078194291845,3.8346960725912322,4.44671341214056,3.3314792662803328,5.0,3.8170591511703917,3.3463324521193276,4.339642579676237,3.3510357401906323,,4.010768257097548,4.378197870916293,4.190070049620824,3.553882533532304,,1.9901124596287751,2.050535020409157,2.6648553605480823,2.011680559432097,,52.0,2.0,IT,,0.5276767561780199,90.0,A
4.006646905745306,3.4859643801609317,3.299733555538781,4.540622975887282,4.4956931397954705,4.404090278427612,3.1071722071061303,3.7610982171678136,5.0,4.207127941588761,3.694891984102658,3.0165032894317387,4.4142815857932245,4.200919460084627,4.593282009745687,4.234099932193869,3.987211011354489,4.399296128578276,3.3512810997250044,2.8776911583378424,2.9488007949480175,2.829528406142525,2.6397255546023892,3.142145926967824,50.0,19.0,Sales,Female,0.46115983660358,57.0,B
3.6483359703455025,3.23092925358997,2.79002037473571,4.982591174782715,2.5189498983496588,3.5365667954158093,3.970512774955342,2.759201672420872,5.0,2.252208293529773,3.5903174080397364,3.613091844548804,2.995571053352782,4.7709180317726645,1.6327434449494524,3.0108634500514135,3.514839239744959,3.815434191642823,2.694323517398001,1.5333095368678027,2.113787399773212,2.25551208976039,2.356745182931374,1.0,56.0,27.0,Sales,Male,0.19494028657240534,85.0,B
5.0,2.481647768238071,4.152850907469281,5.0,3.7391332727924804,4.574895589279207,2.691910866328988,3.2984810926997827,4.435653526320563,3.869393902659287,4.4662228373924435,3.2424826376248537,3.3061808778521784,5.0,,4.303056241123603,3.4784515249228427,3.8794089052661707,,1.6583773155903012,2.2545952279138244,2.110913605389848,1.7437151123601182,1.79592486181699,45.0,27.0,Sales,Male,1.102854084727149,16.0,D
4.330637429488255,3.1450614880192944,4.766195204277607,3.248954929034943,3.2816042508364736,4.175970407910855,2.9563286898022456,5.0,2.91605789359189,3.897883694971814,4.110782697966461,3.5341242937475017,4.518991557703675,2.968106628643148,3.0395980948187065,3.757509050473347,3.8146953436384727,3.988640686767604,1.326814760700284,,1.1525487787508641,3.781261286980323,1.7265144027870578,2.840829051318837,53.0,16.0,Sales,Male,,81.0,B
3.3830041453100086,3.5773783103988306,2.596097566299304,3.1738286153266912,2.679917223800459,3.054718478781556,3.858676182486545,2.1783106102059735,3.3814931664295154,1.956703885271206,3.616534118758101,4.668365808908707,3.460540899632141,,2.210846313017561,3.108510940866087,3.5947690229458407,3.4552953236525306,2.85412817684598,2.7211070201578953,2.8602900197738848,2.977409490640751,3.1537720984677433,2.6194033577565823,47.0,17.0,Sales,Female,-0.18711526015821006,96.0,D
4.138611025439461,2.7572579054497663,4.2780839656818666,4.754667991156913,3.008089780439138,3.616982215791272,2.521663251553108,4.8228873066202596,4.5270165238185625,3.3779723167756863,3.689165264906859,2.6653634137775017,4.268403664896778,5.0,3.458268729898272,2.9886407401794894,3.1932650973472803,2.9123184022540336,1.4549685530829057,1.6008811153836946,1.622632269366874,1.591208760630967,2.020023024181389,1.8229492564830085,55.0,17.0,Customer Service,Male,,35.0,A
3.21120224488041,4.040926832803081,4.767625210300206,4.757125890313956,3.016244276227842,3.627071242170523,3.885095821700372,4.342252473771874,4.647560413284061,3.3902025339736745,2.937090533909393,4.006777105612573,4.500744793552528,3.9354130416767013,3.319091679209122,4.888831636143946,5.0,,,2.6182011001236978,3.4825031780133155,2.597835792833572,2.7199110411364265,3.2275603457792723,31.0,12.0,HR,Female,0.7503674363006967,65.0,C
3.59721565431974,,4.118808331053215,3.4892708993000827,2.0104918053832233,3.691132583625755,4.248995872135244,4.3476023544055264,4.0456597529121785,2.6028613975526538,3.474810865976585,,4.425784061253275,3.2358763597288016,,3.4895261410072287,3.913505992109194,3.7278693595941923,,1.3345147808935187,1.8382072870525745,2.1767426543298254,2.522420732962514,1.5941818231335825,45.0,28.0,HR,Male,-0.4425034969718533,30.0,A
4.65372508229702,4.058220381048007,3.215697227353236,3.720389511985058,3.4592921043913605,3.3988324696883376,4.522078289206502,3.3516359077453464,4.68907163676546,3.4237399861969067,3.94491127974278,4.261762982603887,3.652593447641817,4.426915141135745,3.6988836058497627,3.8337126679408913,4.139395064806367,3.6599439677120573,1.8389298309210764,3.617015864594335,2.4051305972935997,3.143239390124544,2.4346286432847815,3.176606104205978,42.0,13.0,IT,Male,1.2251144395229145,16.0,D
2.8806278893202952,3.0957696542780595,3.099560479036181,2.792432236440198,3.568016857609181,3.8348210310635444,,3.8038718624688124,3.100882210102514,3.287497128393912,3.8014526478283006,3.207105338974379,3.5387894297996896,2.971124948611044,3.4314490736542864,2.9406953170953076,3.4955620423863816,3.6619950131005927,1.770837109540603,2.579283432825373,2.0722060319822586,2.1505100564990247,2.3737072614649195,1.8115559111100983,41.0,17.0,IT,Female,0.5361279724212404,47.0,B
4.329106262630083,5.0,4.524977584881928,4.348905192991151,3.248338529756179,4.183438764748781,4.871211411725086,4.014539692575271,4.350626290894269,3.511629594789505,4.020484974807749,4.749995580775315,3.8547737560225075,4.065365312720914,3.68297942439647,4.1243517932937745,4.627829699953711,4.677100367053735,2.578075692515112,2.581234592237952,2.435971425140753,3.1346484733550377,2.2866389091205606,3.476320709904324,58.0,7.0,,Male,1.478905937783175,85.0,B
3.5882862797601915,4.890923884361079,4.546817511859085,4.2795607143922645,3.9976993840559905,3.228943902836672,4.746502684542175,4.825981270461957,4.69536377681648,,3.420498536468117,4.596060727332768,3.8866522274291215,4.202114029934443,4.207801318606658,4.837299282688054,4.332793676595492,4.015666755899306,2.3455865611705784,2.505651985800825,3.0032956260455204,2.572014149980703,2.9699644496333297,2.4686346122448604,51.0,,HR,Female,0.14137239246606198,17.0,B
4.200253216536659,3.7219786663687415,4.42769077556806,5.0,1.6545485552807586,4.351469327732748,4.080228754443505,4.790711272638994,4.577770325316427,1.46815758817267,4.128519766845566,,3.912192338411715,4.220626762137164,2.2458634091269234,4.497651334420157,4.74040467476086,4.184437704080933,4.090169125238611,2.4874884304971867,3.7220777117546238,2.7073817392380026,3.8540667685861014,3.0892174458799135,54.0,22.0,IT,Male,-0.08871242389984363,79.0,A
3.6018331867156377,3.695130238030074,2.4337131201136586,4.381175699804296,3.34183123219225,3.534026072158001,3.3704462921057643,4.072588633953268,4.629831206056927,3.0114469167682323,3.356312387206068,3.5264486500954204,3.0926246548450997,3.746379998678247,3.7612383343139677,3.4456821686041157,3.625199198432835,3.2217319603783205,1.4647262166037218,1.5558275915580624,1.4158742919695457,1.722061888326557,1.5457763832332334,,34.0,14.0,HR,Male,,96.0,A
4.143565622328384,2.9531882449300557,3.8687439677999462,4.758323855501927,3.073023409484441,3.91670116376263,2.8572111313738846,4.439904908910759,4.976213128605013,,4.23358738987369,2.68185209494795,3.6714286778346388,5.0,2.8375093622903673,3.9467173962332285,3.7506158620752545,3.1802060920278996,1.7931466092275372,3.0643136223458565,1.8652148188707256,2.5375042444124998,2.4627841706948974,2.272372503817201,43.0,18.0,Customer Service,Female,0.15761610184450964,62.0,
4.50402564501396,3.43713784129934,4.116104832821274,3.5057388602914004,5.0,3.877360687041529,2.9929247158135093,3.75390864678223,3.584967192766726,5.0,4.402306737651885,2.9388731040566634,3.5460830451575056,3.989347423375003,5.0,4.039681295816348,3.8570424168558533,3.652469213211523,2.2688647255407304,2.4256970755644724,2.8202939744281807,1.940424572965278,1.7902871252992356,1.9897621460004367,49.0,29.0,Sales,Male,0.07813436359980583,10.0,A
4.696544689931895,4.568823971923792,3.437542044589586,3.729984873340788,4.3498618420746356,4.008236892266853,4.6957194762381125,2.376427141022608,3.901611877941978,4.083763484733868,4.15130146795918,4.982570851913053,2.7081185111027053,4.308883800205922,4.627270643162772,3.2784083726504796,,2.9897381935944525,3.166023882784328,2.5374557357297625,2.7351491254629385,2.085628285036913,1.9615488744355314,2.3578495678144993,57.0,18.0,Operations,Male,1.3098034010712514,67.0,C
3.682015087951373,,3.522339184916718,3.1328249306339715,3.4496519215371895,3.2457161382882687,3.4497186933402784,3.8863729342452875,3.2144128070655897,4.43640269697863,3.4266688440131636,3.8296593263061136,4.212346518925162,3.580080513362618,4.383094126587894,2.949146116199633,3.584917067906486,3.922941979832909,2.515512203829003,1.7552374744803285,3.340461381174095,2.22724228870662,3.0976937937956515,2.4337778297110186,37.0,26.0,Operations,Male,0.3537384100495164,15.0,A
3.3841268362184103,3.3165703611483264,3.391804917452096,4.550643348562315,4.683139409822185,3.5730671039619706,3.683376843177277,4.227660666263337,,4.9792220805109615,3.989950992417314,3.623616975589103,2.775949609583766,4.546228885296599,5.0,3.7430627241866183,4.3653818113312814,3.6582110250962505,2.445815979929903,2.268083625115884,2.4207627101910725,2.5344251557696014,2.4055410192263933,2.572872070505528,22.0,25.0,Customer Service,Female,0.7369763301376008,74.0,A
4.403985410116611,,4.85835395948167,3.3337863448954868,3.221284844250388,3.9633660255883028,2.71698400405672,4.5511283396775095,3.1113738647154356,1.9572840669362983,3.931324233668084,2.9146249094407586,5.0,3.795936202915013,2.2395540234973406,,3.7648614118548807,3.5719903970028617,1.4163553653433414,1.8244328853124263,2.009730064297457,2.4400589055797983,1.8861755027532494,2.215548223039585,45.0,,Customer Service,Female,-1.1574192244628576,61.0,B
5.0,3.7143810096266994,2.449919202828216,3.6821715151902437,2.689307841715583,5.0,4.284558739201099,2.454648207295143,3.7848377278889105,,5.0,3.5770026809136426,,3.5453896903330904,,3.7032545740310248,3.1688594015504092,3.4824813346276655,1.732271895400493,2.322804307307623,2.175214391184515,1.9039815145156331,1.872538208399417,1.6384272871123764,27.0,27.0,Sales,Male,0.5818638851974076,74.0,B
3.17608758808032,2.8962845637708896,4.988146752817223,4.065743470154414,3.3332725188634216,3.889993839291948,2.8411983627831647,5.0,4.647522435391746,3.7345363124416258,3.6018793426010958,3.0157943318998846,4.825593904738218,3.7467469139191474,4.074288807959288,3.380646018446636,3.08784528963564,3.367422796459359,2.6022371352659044,2.0880157566033177,2.178203590270101,2.6183966863117916,1.3867426298106706,2.9889808849187,25.0,15.0,Operations,Female,1.3786811238764685,52.0,
4.8020733774939695,2.936847452897965,2.109781967737539,2.378191191931638,4.362979575854151,4.771059996194402,2.5931317887624443,2.9396065172210877,2.9219292252179923,3.545147509084203,5.0,3.5219793885133788,2.9125235364326207,3.190656577248842,3.5168473965877607,3.7867732782289436,3.1845055406162373,4.041302315901105,2.750730043197311,2.548792840600282,2.801497030237661,2.814694693318108,2.3594752016010485,2.9861226069466253,56.0,5.0,Sales,Female,0.24623844151385615,74.0,C
3.4600097062545947,,,4.854467056620995,4.0585075570865214,3.5492163789687625,,2.3059987447212853,4.586832263745051,5.0,3.2776297518774165,3.6305268201421774,2.049764722574507,4.469936688255935,4.662790372880279,3.3480510494546083,2.9470757939839585,3.059879160099051,1.2108605864825626,1.423105362663705,2.182892954245204,1.0,1.701795313087213,1.2856450859930262,33.0,12.0,Sales,,-0.8097640831576486,50.0,A
4.247235047493675,2.749050390073206,3.5045347062748498,5.0,4.935340561800878,4.192413851767579,2.8389833586849225,3.9657345041746916,5.0,4.4964689634704325,3.8003801637553374,2.8601660444191364,3.43600656854857,5.0,4.282511157583162,4.119117175229216,4.124208730741317,4.27664856588268,2.9335524850669166,2.271895368167864,2.8972542068888933,2.376614179484954,2.8814213397683535,2.083572464331779,,9.0,,Female,-0.45135068945354334,29.0,C
